path,filename,category,article_or_summary
input_data\BBC News Summary\News Articles\entertainment\152.txt,152.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\153.txt,153.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\154.txt,154.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\155.txt,155.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\156.txt,156.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\157.txt,157.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\158.txt,158.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\159.txt,159.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\160.txt,160.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\161.txt,161.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\162.txt,162.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\163.txt,163.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\164.txt,164.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\165.txt,165.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\166.txt,166.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\167.txt,167.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\168.txt,168.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\169.txt,169.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\170.txt,170.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\171.txt,171.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\172.txt,172.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\173.txt,173.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\174.txt,174.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\175.txt,175.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\176.txt,176.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\177.txt,177.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\178.txt,178.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\179.txt,179.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\180.txt,180.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\181.txt,181.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\182.txt,182.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\183.txt,183.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\184.txt,184.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\185.txt,185.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\186.txt,186.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\187.txt,187.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\188.txt,188.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\189.txt,189.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\190.txt,190.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\191.txt,191.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\192.txt,192.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\193.txt,193.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\194.txt,194.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\195.txt,195.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\196.txt,196.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\197.txt,197.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\198.txt,198.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\199.txt,199.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\200.txt,200.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\201.txt,201.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\202.txt,202.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\203.txt,203.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\204.txt,204.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\205.txt,205.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\206.txt,206.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\207.txt,207.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\208.txt,208.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\209.txt,209.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\210.txt,210.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\211.txt,211.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\212.txt,212.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\213.txt,213.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\214.txt,214.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\215.txt,215.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\216.txt,216.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\217.txt,217.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\218.txt,218.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\219.txt,219.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\220.txt,220.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\221.txt,221.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\222.txt,222.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\223.txt,223.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\224.txt,224.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\225.txt,225.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\226.txt,226.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\227.txt,227.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\228.txt,228.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\229.txt,229.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\230.txt,230.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\231.txt,231.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\232.txt,232.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\233.txt,233.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\234.txt,234.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\235.txt,235.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\236.txt,236.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\237.txt,237.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\238.txt,238.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\239.txt,239.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\240.txt,240.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\241.txt,241.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\242.txt,242.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\243.txt,243.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\244.txt,244.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\245.txt,245.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\246.txt,246.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\247.txt,247.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\248.txt,248.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\249.txt,249.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\250.txt,250.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\251.txt,251.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\252.txt,252.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\253.txt,253.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\254.txt,254.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\255.txt,255.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\256.txt,256.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\257.txt,257.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\258.txt,258.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\259.txt,259.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\260.txt,260.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\261.txt,261.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\262.txt,262.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\263.txt,263.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\264.txt,264.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\265.txt,265.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\266.txt,266.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\267.txt,267.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\268.txt,268.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\269.txt,269.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\270.txt,270.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\271.txt,271.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\272.txt,272.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\273.txt,273.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\274.txt,274.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\275.txt,275.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\276.txt,276.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\277.txt,277.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\278.txt,278.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\279.txt,279.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\280.txt,280.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\281.txt,281.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\282.txt,282.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\283.txt,283.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\284.txt,284.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\285.txt,285.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\286.txt,286.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\287.txt,287.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\288.txt,288.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\289.txt,289.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\290.txt,290.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\291.txt,291.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\292.txt,292.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\293.txt,293.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\294.txt,294.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\295.txt,295.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\296.txt,296.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\297.txt,297.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\298.txt,298.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\299.txt,299.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\300.txt,300.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\301.txt,301.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\302.txt,302.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\303.txt,303.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\304.txt,304.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\305.txt,305.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\306.txt,306.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\307.txt,307.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\308.txt,308.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\309.txt,309.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\310.txt,310.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\311.txt,311.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\312.txt,312.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\313.txt,313.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\314.txt,314.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\315.txt,315.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\316.txt,316.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\317.txt,317.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\318.txt,318.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\319.txt,319.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\320.txt,320.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\321.txt,321.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\322.txt,322.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\323.txt,323.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\324.txt,324.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\325.txt,325.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\326.txt,326.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\327.txt,327.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\328.txt,328.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\329.txt,329.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\330.txt,330.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\331.txt,331.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\332.txt,332.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\333.txt,333.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\334.txt,334.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\335.txt,335.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\336.txt,336.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\337.txt,337.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\338.txt,338.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\339.txt,339.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\340.txt,340.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\341.txt,341.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\342.txt,342.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\343.txt,343.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\344.txt,344.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\345.txt,345.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\346.txt,346.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\347.txt,347.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\348.txt,348.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\349.txt,349.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\350.txt,350.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\351.txt,351.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\352.txt,352.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\353.txt,353.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\354.txt,354.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\355.txt,355.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\356.txt,356.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\357.txt,357.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\358.txt,358.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\359.txt,359.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\360.txt,360.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\361.txt,361.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\362.txt,362.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\363.txt,363.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\364.txt,364.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\365.txt,365.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\366.txt,366.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\367.txt,367.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\368.txt,368.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\369.txt,369.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\370.txt,370.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\371.txt,371.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\372.txt,372.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\373.txt,373.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\374.txt,374.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\375.txt,375.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\376.txt,376.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\377.txt,377.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\378.txt,378.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\379.txt,379.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\380.txt,380.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\381.txt,381.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\382.txt,382.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\383.txt,383.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\384.txt,384.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\385.txt,385.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\entertainment\386.txt,386.txt,entertainment,News Articles
input_data\BBC News Summary\News Articles\politics\001.txt,001.txt,politics,News Articles
input_data\BBC News Summary\News Articles\politics\002.txt,002.txt,politics,News Articles
input_data\BBC News Summary\News Articles\politics\003.txt,003.txt,politics,News Articles
input_data\BBC News Summary\News Articles\politics\004.txt,004.txt,politics,News Articles
input_data\BBC News Summary\News Articles\politics\005.txt,005.txt,politics,News Articles
input_data\BBC News Summary\News Articles\politics\006.txt,006.txt,politics,News Articles
input_data\BBC News Summary\News Articles\politics\007.txt,007.txt,politics,News Articles
input_data\BBC News Summary\News Articles\politics\008.txt,008.txt,politics,News Articles
input_data\BBC News Summary\News Articles\politics\009.txt,009.txt,politics,News Articles
input_data\BBC News Summary\News Articles\politics\010.txt,010.txt,politics,News Articles
input_data\BBC News Summary\News Articles\politics\011.txt,011.txt,politics,News Articles
input_data\BBC News Summary\News Articles\politics\012.txt,012.txt,politics,News Articles
input_data\BBC News Summary\News Articles\politics\013.txt,013.txt,politics,News Articles
input_data\BBC News Summary\News Articles\politics\014.txt,014.txt,politics,News Articles
input_data\BBC News Summary\News Articles\politics\015.txt,015.txt,politics,News Articles
input_data\BBC News Summary\News Articles\politics\016.txt,016.txt,politics,News Articles
input_data\BBC News Summary\News Articles\politics\017.txt,017.txt,politics,News Articles
input_data\BBC News Summary\News Articles\politics\018.txt,018.txt,politics,News Articles
input_data\BBC News Summary\News Articles\politics\019.txt,019.txt,politics,News Articles
input_data\BBC News Summary\News Articles\politics\020.txt,020.txt,politics,News Articles
input_data\BBC News Summary\News Articles\politics\021.txt,021.txt,politics,News Articles
input_data\BBC News Summary\News Articles\politics\022.txt,022.txt,politics,News Articles
input_data\BBC News Summary\News Articles\politics\023.txt,023.txt,politics,News Articles
input_data\BBC News Summary\News Articles\politics\024.txt,024.txt,politics,News Articles
input_data\BBC News Summary\News Articles\politics\025.txt,025.txt,politics,News Articles
input_data\BBC News Summary\News Articles\politics\026.txt,026.txt,politics,News Articles
input_data\BBC News Summary\News Articles\politics\027.txt,027.txt,politics,News Articles
input_data\BBC News Summary\News Articles\politics\028.txt,028.txt,politics,News Articles
input_data\BBC News Summary\News Articles\politics\029.txt,029.txt,politics,News Articles
input_data\BBC News Summary\News Articles\politics\030.txt,030.txt,politics,News Articles
input_data\BBC News Summary\News Articles\politics\031.txt,031.txt,politics,News Articles
input_data\BBC News Summary\News Articles\politics\032.txt,032.txt,politics,News Articles
input_data\BBC News Summary\News Articles\politics\033.txt,033.txt,politics,News Articles
input_data\BBC News Summary\News Articles\politics\034.txt,034.txt,politics,News Articles
input_data\BBC News Summary\News Articles\politics\035.txt,035.txt,politics,News Articles
input_data\BBC News Summary\News Articles\politics\036.txt,036.txt,politics,News Articles
input_data\BBC News Summary\News Articles\politics\037.txt,037.txt,politics,News Articles
input_data\BBC News Summary\News Articles\politics\038.txt,038.txt,politics,News Articles
input_data\BBC News Summary\News Articles\politics\039.txt,039.txt,politics,News Articles
input_data\BBC News Summary\News Articles\politics\040.txt,040.txt,politics,News Articles
input_data\BBC News Summary\News Articles\politics\041.txt,041.txt,politics,News Articles
input_data\BBC News Summary\News Articles\politics\042.txt,042.txt,politics,News Articles
input_data\BBC News Summary\News Articles\politics\043.txt,043.txt,politics,News Articles
input_data\BBC News Summary\News Articles\politics\044.txt,044.txt,politics,News Articles
input_data\BBC News Summary\News Articles\politics\045.txt,045.txt,politics,News Articles
input_data\BBC News Summary\News Articles\politics\046.txt,046.txt,politics,News Articles
input_data\BBC News Summary\News Articles\politics\047.txt,047.txt,politics,News Articles
input_data\BBC News Summary\News Articles\politics\048.txt,048.txt,politics,News Articles
input_data\BBC News Summary\News Articles\politics\049.txt,049.txt,politics,News Articles
input_data\BBC News Summary\News Articles\politics\050.txt,050.txt,politics,News Articles
input_data\BBC News Summary\News Articles\politics\051.txt,051.txt,politics,News Articles
input_data\BBC News Summary\News Articles\politics\052.txt,052.txt,politics,News Articles
input_data\BBC News Summary\News Articles\politics\053.txt,053.txt,politics,News Articles
input_data\BBC News Summary\News Articles\politics\054.txt,054.txt,politics,News Articles
input_data\BBC News Summary\News Articles\politics\055.txt,055.txt,politics,News Articles
input_data\BBC News Summary\News Articles\politics\056.txt,056.txt,politics,News Articles
input_data\BBC News Summary\News Articles\politics\057.txt,057.txt,politics,News Articles
input_data\BBC News Summary\News Articles\politics\058.txt,058.txt,politics,News Articles
input_data\BBC News Summary\News Articles\politics\059.txt,059.txt,politics,News Articles
input_data\BBC News Summary\News Articles\politics\060.txt,060.txt,politics,News Articles
input_data\BBC News Summary\News Articles\politics\061.txt,061.txt,politics,News Articles
input_data\BBC News Summary\News Articles\politics\062.txt,062.txt,politics,News Articles
input_data\BBC News Summary\News Articles\politics\063.txt,063.txt,politics,News Articles
input_data\BBC News Summary\News Articles\politics\064.txt,064.txt,politics,News Articles
input_data\BBC News Summary\News Articles\politics\065.txt,065.txt,politics,News Articles
input_data\BBC News Summary\News Articles\politics\066.txt,066.txt,politics,News Articles
input_data\BBC News Summary\News Articles\politics\067.txt,067.txt,politics,News Articles
input_data\BBC News Summary\News Articles\politics\068.txt,068.txt,politics,News Articles
input_data\BBC News Summary\News Articles\politics\069.txt,069.txt,politics,News Articles
input_data\BBC News Summary\News Articles\politics\070.txt,070.txt,politics,News Articles
input_data\BBC News Summary\News Articles\politics\071.txt,071.txt,politics,News Articles
input_data\BBC News Summary\News Articles\politics\072.txt,072.txt,politics,News Articles
input_data\BBC News Summary\News Articles\politics\073.txt,073.txt,politics,News Articles
input_data\BBC News Summary\News Articles\politics\074.txt,074.txt,politics,News Articles
input_data\BBC News Summary\News Articles\politics\075.txt,075.txt,politics,News Articles
input_data\BBC News Summary\News Articles\politics\076.txt,076.txt,politics,News Articles
input_data\BBC News Summary\News Articles\politics\077.txt,077.txt,politics,News Articles
input_data\BBC News Summary\News Articles\politics\078.txt,078.txt,politics,News Articles
input_data\BBC News Summary\News Articles\politics\079.txt,079.txt,politics,News Articles
input_data\BBC News Summary\News Articles\politics\080.txt,080.txt,politics,News Articles
input_data\BBC News Summary\News Articles\politics\081.txt,081.txt,politics,News Articles
input_data\BBC News Summary\News Articles\politics\082.txt,082.txt,politics,News Articles
input_data\BBC News Summary\News Articles\politics\083.txt,083.txt,politics,News Articles
input_data\BBC News Summary\News Articles\politics\084.txt,084.txt,politics,News Articles
input_data\BBC News Summary\News Articles\politics\085.txt,085.txt,politics,News Articles
input_data\BBC News Summary\News Articles\politics\086.txt,086.txt,politics,News Articles
input_data\BBC News Summary\News Articles\politics\087.txt,087.txt,politics,News Articles
input_data\BBC News Summary\News Articles\politics\088.txt,088.txt,politics,News Articles
input_data\BBC News Summary\News Articles\politics\089.txt,089.txt,politics,News Articles
input_data\BBC News Summary\News Articles\politics\090.txt,090.txt,politics,News Articles
input_data\BBC News Summary\News Articles\politics\091.txt,091.txt,politics,News Articles
input_data\BBC News Summary\News Articles\politics\092.txt,092.txt,politics,News Articles
input_data\BBC News Summary\News Articles\politics\093.txt,093.txt,politics,News Articles
input_data\BBC News Summary\News Articles\politics\094.txt,094.txt,politics,News Articles
input_data\BBC News Summary\News Articles\politics\095.txt,095.txt,politics,News Articles
input_data\BBC News Summary\News Articles\politics\096.txt,096.txt,politics,News Articles
input_data\BBC News Summary\News Articles\politics\097.txt,097.txt,politics,News Articles
input_data\BBC News Summary\News Articles\politics\098.txt,098.txt,politics,News Articles
input_data\BBC News Summary\News Articles\politics\099.txt,099.txt,politics,News Articles
input_data\BBC News Summary\News Articles\politics\100.txt,100.txt,politics,News Articles
input_data\BBC News Summary\News Articles\politics\101.txt,101.txt,politics,News Articles
input_data\BBC News Summary\News Articles\politics\102.txt,102.txt,politics,News Articles
input_data\BBC News Summary\News Articles\politics\103.txt,103.txt,politics,News Articles
input_data\BBC News Summary\News Articles\politics\104.txt,104.txt,politics,News Articles
input_data\BBC News Summary\News Articles\politics\105.txt,105.txt,politics,News Articles
input_data\BBC News Summary\News Articles\politics\106.txt,106.txt,politics,News Articles
input_data\BBC News Summary\News Articles\politics\107.txt,107.txt,politics,News Articles
input_data\BBC News Summary\News Articles\politics\108.txt,108.txt,politics,News Articles
